iex_eligible_count,iex_selected_count,intersection_count,jaccard,overlap_rate,session_date,sip_eligible_count,sip_selected_count,valid
47,20,13,0.48148148148148145,0.65,2025-01-30,29,20,True
33,20,15,0.6,0.75,2025-01-31,29,20,True
59,20,9,0.2903225806451613,0.45,2025-02-03,76,20,True
36,20,13,0.48148148148148145,0.65,2025-02-04,30,20,True
25,20,13,0.52,0.65,2025-02-05,18,18,True
33,20,14,0.5384615384615384,0.7,2025-02-06,25,20,True
31,20,11,0.3793103448275862,0.55,2025-02-07,21,20,True
38,20,13,0.48148148148148145,0.65,2025-02-10,37,20,True
30,20,12,0.42857142857142855,0.6,2025-02-11,31,20,True
35,20,13,0.48148148148148145,0.65,2025-02-12,35,20,True
33,20,12,0.42857142857142855,0.6,2025-02-13,38,20,True
32,20,11,0.3793103448275862,0.55,2025-02-14,34,20,True
55,20,11,0.3793103448275862,0.55,2025-02-18,88,20,True
31,20,14,0.5384615384615384,0.7,2025-02-19,30,20,True
31,20,14,0.5384615384615384,0.7,2025-02-20,29,20,True
33,20,7,0.21212121212121213,0.35,2025-02-21,91,20,True
36,20,13,0.48148148148148145,0.65,2025-02-24,52,20,True
40,20,9,0.2903225806451613,0.45,2025-02-25,44,20,True
53,20,10,0.3333333333333333,0.5,2025-02-26,49,20,True
46,20,9,0.2903225806451613,0.45,2025-02-27,41,20,True
53,20,9,0.2903225806451613,0.45,2025-02-28,69,20,True
56,20,11,0.3793103448275862,0.55,2025-03-03,71,20,True
90,20,8,0.25,0.4,2025-03-04,115,20,True
36,20,8,0.25,0.4,2025-03-05,36,20,True
51,20,13,0.48148148148148145,0.65,2025-03-06,38,20,True
47,20,12,0.42857142857142855,0.6,2025-03-07,44,20,True
0,0,0,0.0,0.0,2025-03-10,79,20,True
0,0,0,0.0,0.0,2025-03-11,71,20,True
0,0,0,0.0,0.0,2025-03-12,73,20,True
0,0,0,0.0,0.0,2025-03-13,28,20,True
0,0,0,0.0,0.0,2025-03-14,36,20,True
0,0,0,0.0,0.0,2025-03-17,30,20,True
0,0,0,0.0,0.0,2025-03-18,15,15,True
0,0,0,0.0,0.0,2025-03-19,12,12,True
0,0,0,0.0,0.0,2025-03-20,15,15,True
0,0,0,0.0,0.0,2025-03-21,124,20,True
0,0,0,0.0,0.0,2025-03-24,26,20,True
0,0,0,0.0,0.0,2025-03-25,12,12,True
0,0,0,0.0,0.0,2025-03-26,12,12,True
0,0,0,0.0,0.0,2025-03-27,13,13,True
0,0,0,0.0,0.0,2025-03-28,14,14,True
63,20,12,0.42857142857142855,0.6,2025-03-31,74,20,True
34,20,7,0.2413793103448276,0.35,2025-04-01,16,16,True
43,20,8,0.2857142857142857,0.4,2025-04-02,16,16,True
93,20,8,0.25,0.4,2025-04-03,108,20,True
101,20,9,0.2903225806451613,0.45,2025-04-04,121,20,True
102,20,7,0.21212121212121213,0.35,2025-04-07,135,20,True
91,20,8,0.25,0.4,2025-04-08,93,20,True
66,20,11,0.3793103448275862,0.55,2025-04-09,62,20,True
54,20,7,0.21212121212121213,0.35,2025-04-10,51,20,True
27,20,14,0.5384615384615384,0.7,2025-04-11,27,20,True
32,20,9,0.2903225806451613,0.45,2025-04-14,34,20,True
18,18,12,0.5714285714285714,0.6666666666666666,2025-04-15,15,15,True
18,18,9,0.42857142857142855,0.5,2025-04-16,12,12,True
13,13,8,0.32,0.4,2025-04-17,86,20,True
20,20,4,0.16,0.2,2025-04-21,9,9,True
21,20,14,0.6363636363636364,0.7,2025-04-22,16,16,True
54,20,12,0.42857142857142855,0.6,2025-04-23,57,20,True
18,18,14,0.5833333333333334,0.7,2025-04-24,21,20,True
17,17,11,0.5,0.6470588235294118,2025-04-25,16,16,True
21,20,10,0.4,0.5,2025-04-28,15,15,True
20,20,12,0.42857142857142855,0.6,2025-04-29,21,20,True
40,20,10,0.3333333333333333,0.5,2025-04-30,50,20,True
48,20,14,0.5384615384615384,0.7,2025-05-01,54,20,True
51,20,11,0.3793103448275862,0.55,2025-05-02,64,20,True
28,20,10,0.3333333333333333,0.5,2025-05-05,23,20,True
32,20,12,0.42857142857142855,0.6,2025-05-06,28,20,True
33,20,13,0.48148148148148145,0.65,2025-05-07,24,20,True
31,20,14,0.5384615384615384,0.7,2025-05-08,32,20,True
38,20,10,0.3333333333333333,0.5,2025-05-09,31,20,True
94,20,11,0.3793103448275862,0.55,2025-05-12,130,20,True
42,20,11,0.3793103448275862,0.55,2025-05-13,54,20,True
55,20,9,0.2903225806451613,0.45,2025-05-14,55,20,True
43,20,9,0.2903225806451613,0.45,2025-05-15,52,20,True
28,20,6,0.17647058823529413,0.3,2025-05-16,110,20,True
45,20,10,0.3333333333333333,0.5,2025-05-19,39,20,True
22,20,6,0.1935483870967742,0.3,2025-05-20,17,17,True
30,20,10,0.3333333333333333,0.5,2025-05-21,25,20,True
26,20,11,0.3793103448275862,0.55,2025-05-22,24,20,True
39,20,13,0.48148148148148145,0.65,2025-05-23,39,20,True
22,20,13,0.48148148148148145,0.65,2025-05-27,39,20,True
28,20,7,0.25925925925925924,0.35,2025-05-28,14,14,True
31,20,9,0.2903225806451613,0.45,2025-05-29,24,20,True
25,20,9,0.2903225806451613,0.45,2025-05-30,24,20,True
38,20,9,0.2903225806451613,0.45,2025-06-02,38,20,True
56,20,5,0.14285714285714285,0.25,2025-06-03,45,20,True
17,17,9,0.34615384615384615,0.5,2025-06-04,18,18,True
45,20,11,0.3793103448275862,0.55,2025-06-05,33,20,True
50,20,9,0.2903225806451613,0.45,2025-06-06,46,20,True
37,20,9,0.2903225806451613,0.45,2025-06-09,53,20,True
40,20,11,0.3793103448275862,0.55,2025-06-10,60,20,True
19,19,11,0.39285714285714285,0.55,2025-06-11,61,20,True
45,20,10,0.3333333333333333,0.5,2025-06-12,41,20,True
50,20,10,0.3333333333333333,0.5,2025-06-13,77,20,True
53,20,8,0.25,0.4,2025-06-16,66,20,True
42,20,9,0.2903225806451613,0.45,2025-06-17,50,20,True
34,20,9,0.2903225806451613,0.45,2025-06-18,40,20,True
40,20,3,0.08108108108108109,0.15,2025-06-20,132,20,True
54,20,8,0.25,0.4,2025-06-23,38,20,True
54,20,8,0.25,0.4,2025-06-24,44,20,True
55,20,6,0.17647058823529413,0.3,2025-06-25,36,20,True
44,20,11,0.3793103448275862,0.55,2025-06-26,26,20,True
47,20,11,0.3793103448275862,0.55,2025-06-27,32,20,True
53,20,13,0.48148148148148145,0.65,2025-06-30,35,20,True
48,20,5,0.14285714285714285,0.25,2025-07-01,20,20,True
73,20,8,0.25,0.4,2025-07-02,32,20,True
43,20,9,0.2903225806451613,0.45,2025-07-03,22,20,True
48,20,7,0.21212121212121213,0.35,2025-07-07,38,20,True
21,20,5,0.20833333333333334,0.25,2025-07-08,9,9,True
43,20,12,0.42857142857142855,0.6,2025-07-09,25,20,True
36,20,9,0.3333333333333333,0.45,2025-07-10,16,16,True
35,20,11,0.3793103448275862,0.55,2025-07-11,23,20,True
36,20,11,0.3793103448275862,0.55,2025-07-14,47,20,True
36,20,13,0.48148148148148145,0.65,2025-07-15,41,20,True
44,20,12,0.42857142857142855,0.6,2025-07-16,38,20,True
43,20,10,0.3333333333333333,0.5,2025-07-17,51,20,True
35,20,7,0.21212121212121213,0.35,2025-07-18,115,20,True
30,20,7,0.21212121212121213,0.35,2025-07-21,35,20,True
39,20,11,0.3793103448275862,0.55,2025-07-22,41,20,True
37,20,12,0.42857142857142855,0.6,2025-07-23,52,20,True
45,20,9,0.2903225806451613,0.45,2025-07-24,45,20,True
34,20,14,0.5384615384615384,0.7,2025-07-25,29,20,True
34,20,9,0.2903225806451613,0.45,2025-07-28,46,20,True
49,20,12,0.42857142857142855,0.6,2025-07-29,47,20,True
45,20,12,0.42857142857142855,0.6,2025-07-30,44,20,True
59,20,16,0.6666666666666666,0.8,2025-07-31,71,20,True
65,20,10,0.3333333333333333,0.5,2025-08-01,89,20,True
33,20,11,0.3793103448275862,0.55,2025-08-04,36,20,True
24,20,8,0.25,0.4,2025-08-05,28,20,True
31,20,12,0.42857142857142855,0.6,2025-08-06,21,20,True
35,20,14,0.5384615384615384,0.7,2025-08-07,35,20,True
15,15,11,0.5,0.6111111111111112,2025-08-08,18,18,True
22,20,11,0.3793103448275862,0.55,2025-08-11,31,20,True
23,20,13,0.5,0.65,2025-08-12,19,19,True
31,20,10,0.3333333333333333,0.5,2025-08-13,36,20,True
30,20,9,0.2903225806451613,0.45,2025-08-14,36,20,True
28,20,8,0.25,0.4,2025-08-15,108,20,True
18,18,9,0.3103448275862069,0.45,2025-08-18,23,20,True
28,20,10,0.3333333333333333,0.5,2025-08-19,23,20,True
50,20,9,0.2903225806451613,0.45,2025-08-20,35,20,True
23,20,11,0.39285714285714285,0.55,2025-08-21,19,19,True
25,20,9,0.3333333333333333,0.45,2025-08-22,16,16,True
39,20,8,0.25,0.4,2025-08-25,39,20,True
36,20,8,0.25,0.4,2025-08-26,24,20,True
28,20,8,0.25,0.4,2025-08-27,21,20,True
31,20,6,0.17647058823529413,0.3,2025-08-28,30,20,True
23,20,10,0.35714285714285715,0.5,2025-08-29,18,18,True
89,20,8,0.25,0.4,2025-09-02,112,20,True
39,20,11,0.3793103448275862,0.55,2025-09-03,41,20,True
42,20,12,0.42857142857142855,0.6,2025-09-04,39,20,True
59,20,11,0.3793103448275862,0.55,2025-09-05,59,20,True
64,20,9,0.2903225806451613,0.45,2025-09-08,85,20,True
37,20,12,0.42857142857142855,0.6,2025-09-09,44,20,True
50,20,11,0.3793103448275862,0.55,2025-09-10,76,20,True
31,20,11,0.3793103448275862,0.55,2025-09-11,43,20,True
36,20,14,0.5384615384615384,0.7,2025-09-12,42,20,True
39,20,12,0.42857142857142855,0.6,2025-09-15,69,20,True
38,20,9,0.2903225806451613,0.45,2025-09-16,62,20,True
23,20,10,0.3333333333333333,0.5,2025-09-17,28,20,True
54,20,9,0.2903225806451613,0.45,2025-09-18,83,20,True
42,20,4,0.1111111111111111,0.2,2025-09-19,118,20,True
31,20,8,0.25,0.4,2025-09-22,22,20,True
21,20,11,0.44,0.55,2025-09-23,16,16,True
30,20,7,0.22580645161290322,0.35,2025-09-24,18,18,True
43,20,8,0.25,0.4,2025-09-25,32,20,True
31,20,10,0.3448275862068966,0.5,2025-09-26,19,19,True
28,20,12,0.42857142857142855,0.6,2025-09-29,31,20,True
23,20,9,0.36,0.45,2025-09-30,14,14,True
54,20,11,0.3793103448275862,0.55,2025-10-01,46,20,True
54,20,11,0.3793103448275862,0.55,2025-10-02,45,20,True
37,20,8,0.2857142857142857,0.4,2025-10-03,16,16,True
37,20,13,0.48148148148148145,0.65,2025-10-06,38,20,True
41,20,7,0.25,0.35,2025-10-07,15,15,True
38,20,6,0.2222222222222222,0.3,2025-10-08,13,13,True
39,20,6,0.17647058823529413,0.3,2025-10-09,23,20,True
